file,patch,size_mb,games_est,deaths,spells,attacks,damage,items,n_champs,champs
batch_062.jsonl.gz,12_22,1960.5,23,0,65492,60338,602883,4096,104,aatrox|ahri|akali|alistar|amumu|aphelios|ashe|azir|bard|belveth|braum|caitlyn|camille|cassiopeia|diana|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayle|kayn|kennen|khazix|kindred|kogmaw|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|masteryi|monkeyking|mordekaiser|nami|nasus|nautilus|nocturne|nunu|orianna|pantheon|pyke|qiyana|rakan|rammus|rell|renekton|rengar|riven|rumble|samira|sejuani|senna|sett|shen|shyvana|singed|sivir|swain|sylas|syndra|taliyah|talon|teemo|thresh|tristana|twistedfate|twitch|varus|vayne|vi|viego|vladimir|volibear|xayah|xerath|yone|yuumi|zed|zoe
batch_066.jsonl.gz,12_22,1432.3,16,0,51124,43885,445047,2873,83,aatrox|akali|aphelios|ashe|azir|bard|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|darius|diana|drmundo|ekko|ezreal|fiddlesticks|fiora|gangplank|gragas|hecarim|illaoi|irelia|jax|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kogmaw|ksante|lillia|lucian|lulu|lux|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|orianna|pyke|qiyana|rakan|rammus|renata|rengar|riven|rumble|ryze|sejuani|shen|sivir|sona|soraka|syndra|tahmkench|taliyah|talon|teemo|thresh|tristana|tryndamere|udyr|varus|vayne|velkoz|viego|viktor|xayah|yasuo|yone|zac|zed|ziggs
batch_069.jsonl.gz,12_22,1231.2,14,0,42003,36846,383879,2458,83,aatrox|akali|alistar|aphelios|ashe|azir|blitzcrank|braum|caitlyn|camille|corki|darius|diana|draven|ekko|elise|evelynn|fiora|galio|gangplank|gnar|gragas|graves|hecarim|heimerdinger|illaoi|irelia|janna|jax|jayce|jhin|jinx|kalista|karma|katarina|kayn|khazix|kindred|kled|ksante|leblanc|lillia|lucian|lulu|lux|maokai|masteryi|missfortune|mordekaiser|morgana|nami|nunu|pyke|qiyana|rakan|rammus|renata|renekton|rengar|riven|rumble|ryze|sejuani|sett|shaco|singed|sivir|sona|soraka|sylas|syndra|talon|tryndamere|twitch|varus|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zyra
batch_064.jsonl.gz,12_22,1999.2,25,0,67896,62750,609189,4176,107,aatrox|ahri|akali|akshan|alistar|amumu|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|cassiopeia|darius|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|ivern|janna|jax|jhin|kaisa|kalista|karma|katarina|kayn|kennen|khazix|kindred|kled|ksante|leesin|leona|lissandra|lucian|lulu|lux|malphite|malzahar|maokai|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|nidalee|pantheon|pyke|rakan|reksai|renekton|rengar|riven|ryze|samira|sejuani|senna|seraphine|shen|shyvana|singed|sona|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|teemo|thresh|tristana|twistedfate|twitch|udyr|varus|vayne|vex|vi|viego|viktor|vladimir|volibear|xayah|yasuo|yone|yorick|zac|zed|zilean|zoe
batch_065.jsonl.gz,12_22,1951.4,23,0,64071,59979,577936,3821,100,aatrox|ahri|akali|akshan|aphelios|ashe|azir|bard|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|elise|ezreal|fiddlesticks|fiora|gangplank|garen|graves|gwen|hecarim|heimerdinger|irelia|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leesin|leona|lillia|lucian|lulu|lux|masteryi|missfortune|mordekaiser|nami|nasus|nautilus|nidalee|nocturne|nunu|olaf|orianna|ornn|qiyana|rakan|rell|renata|renekton|rengar|riven|ryze|samira|sejuani|senna|seraphine|sett|shyvana|sona|soraka|sylas|syndra|tahmkench|taric|teemo|thresh|tristana|tryndamere|twitch|varus|vi|viktor|xayah|xerath|xinzhao|yasuo|yone|yorick|zac|zed|ziggs|zilean|zoe
batch_067.jsonl.gz,12_22,1910.8,26,0,65644,58894,598549,4260,111,aatrox|akali|amumu|aphelios|ashe|azir|bard|blitzcrank|brand|caitlyn|camille|cassiopeia|chogath|corki|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|illaoi|janna|jax|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|khazix|kindred|kled|ksante|leesin|lillia|lissandra|lucian|lulu|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|neeko|nidalee|olaf|ornn|pantheon|pyke|qiyana|rakan|renata|rengar|riven|ryze|samira|sejuani|senna|seraphine|sett|shaco|shyvana|singed|sivir|sona|soraka|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|velkoz|vex|viego|viktor|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean|zoe|zyra
batch_072.jsonl.gz,12_22,1056.7,11,0,36833,32424,316929,2336,69,aatrox|ahri|akali|aphelios|azir|blitzcrank|caitlyn|camille|draven|drmundo|ezreal|fiora|gangplank|graves|hecarim|heimerdinger|illaoi|jarvaniv|jax|jhin|kaisa|karma|karthus|katarina|kennen|khazix|kindred|ksante|leona|lissandra|lucian|lulu|lux|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nunu|pyke|qiyana|rakan|renata|renekton|rengar|riven|seraphine|sett|skarner|sona|soraka|swain|sylas|syndra|talon|tristana|tryndamere|twitch|udyr|varus|vayne|viego|viktor|xinzhao|yasuo|yorick|yuumi|zed
batch_068.jsonl.gz,12_22,1945.2,24,0,66863,57053,592330,3941,105,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|bard|belveth|brand|braum|caitlyn|camille|cassiopeia|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|gangplank|garen|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jarvaniv|jax|jayce|jhin|kaisa|karma|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leblanc|leona|lillia|lissandra|lucian|lulu|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|nilah|nocturne|ornn|pyke|qiyana|rakan|rammus|reksai|rell|renekton|riven|samira|sejuani|seraphine|shaco|shyvana|singed|sion|sona|soraka|sylas|syndra|taliyah|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|vi|viego|viktor|vladimir|warwick|xayah|yasuo|yone|yuumi|zac|zed|ziggs
batch_070.jsonl.gz,12_22,1976.0,25,0,69835,60507,599769,4058,98,aatrox|ahri|akali|alistar|aphelios|ashe|azir|bard|blitzcrank|braum|caitlyn|camille|darius|diana|draven|ekko|ezreal|fiora|fizz|gangplank|garen|gnar|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jinx|kaisa|kalista|karma|karthus|katarina|kayn|kennen|khazix|kogmaw|ksante|leesin|lucian|lulu|lux|maokai|masteryi|monkeyking|mordekaiser|nami|nautilus|nunu|olaf|orianna|pantheon|poppy|pyke|qiyana|quinn|rammus|rell|renata|rengar|riven|ryze|samira|sejuani|senna|seraphine|shaco|shyvana|singed|sivir|sylas|syndra|tahmkench|taliyah|talon|taric|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|viego|volibear|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zoe
batch_075.jsonl.gz,12_22,930.8,11,0,33187,30101,281290,1986,71,aatrox|ahri|akali|aphelios|azir|bard|belveth|blitzcrank|braum|caitlyn|camille|darius|evelynn|ezreal|fiddlesticks|fiora|gangplank|graves|gwen|hecarim|illaoi|irelia|jax|jayce|kaisa|kassadin|kindred|kogmaw|leblanc|leesin|lillia|lucian|lulu|monkeyking|mordekaiser|nami|nasus|nocturne|olaf|ornn|poppy|pyke|rakan|rell|renata|rengar|riven|ryze|sejuani|senna|seraphine|sivir|soraka|sylas|taric|thresh|tryndamere|twitch|udyr|varus|vex|viego|viktor|vladimir|yasuo|yone|yuumi|zac|zed|ziggs|zoe
batch_071.jsonl.gz,12_22,1985.5,27,0,69187,61057,608973,4418,110,aatrox|ahri|akali|akshan|alistar|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|cassiopeia|corki|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|fizz|galio|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jayce|jhin|kaisa|kalista|karma|karthus|kassadin|kayn|kennen|khazix|kindred|kled|ksante|leesin|lillia|lissandra|lucian|lux|malphite|maokai|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nunu|olaf|ornn|pantheon|pyke|qiyana|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|seraphine|sett|shaco|shen|singed|sion|sivir|sona|soraka|swain|sylas|syndra|taliyah|talon|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|veigar|viego|viktor|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean|zoe
batch_078.jsonl.gz,12_22,964.1,10,0,34860,29690,282611,2080,67,aatrox|ahri|akali|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|evelynn|ezreal|gangplank|graves|illaoi|irelia|jarvaniv|jax|jinx|kaisa|karma|karthus|ksante|lucian|lulu|lux|maokai|masteryi|monkeyking|nami|nautilus|nidalee|nilah|nunu|orianna|pantheon|pyke|renata|rengar|riven|rumble|samira|sejuani|senna|seraphine|shaco|sona|swain|sylas|syndra|tahmkench|talon|teemo|thresh|trundle|tryndamere|twistedfate|twitch|vayne|viego|yasuo|zed|zilean|zoe|zyra
batch_073.jsonl.gz,12_22,1948.0,28,0,68919,61805,617360,4216,109,aatrox|akali|akshan|anivia|aphelios|bard|belveth|blitzcrank|brand|caitlyn|camille|corki|darius|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kennen|khazix|kindred|kled|kogmaw|ksante|leesin|lillia|lissandra|lucian|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nilah|nocturne|olaf|ornn|pantheon|pyke|qiyana|rakan|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shen|shyvana|sona|soraka|swain|sylas|syndra|talon|thresh|tristana|trundle|tryndamere|twitch|udyr|velkoz|viego|viktor|vladimir|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean|zoe
batch_074.jsonl.gz,12_22,1991.6,25,0,65203,63454,610188,4045,109,aatrox|akali|akshan|anivia|annie|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|corki|darius|diana|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jax|jhin|jinx|kaisa|karma|kassadin|katarina|kennen|khazix|ksante|leesin|lillia|lucian|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|neeko|nilah|nocturne|nunu|olaf|ornn|poppy|pyke|rakan|rell|renata|renekton|riven|rumble|ryze|samira|sejuani|senna|shaco|shyvana|sion|sivir|skarner|sona|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|taric|thresh|tristana|trundle|tryndamere|twitch|udyr|urgot|varus|vayne|viego|viktor|vladimir|xayah|yasuo|yone|yuumi|zac|zed|zilean|zoe
batch_076.jsonl.gz,12_22,1985.1,27,0,67195,63067,618997,4182,109,aatrox|ahri|akali|alistar|amumu|aphelios|ashe|azir|bard|belveth|brand|caitlyn|camille|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|galio|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jax|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|khazix|kindred|kled|kogmaw|ksante|leesin|leona|lillia|lucian|lulu|lux|maokai|masteryi|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nilah|nocturne|nunu|olaf|pantheon|pyke|qiyana|quinn|rakan|rammus|renata|renekton|rengar|riven|ryze|samira|sejuani|senna|seraphine|sett|shyvana|singed|sivir|soraka|sylas|syndra|tahmkench|taliyah|taric|teemo|thresh|tristana|tryndamere|twitch|udyr|urgot|varus|vex|viego|viktor|vladimir|xayah|yasuo|yone|zac|zed|zilean
batch_081.jsonl.gz,12_22,1209.2,16,0,40405,38456,368424,2638,82,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|ashe|azir|blitzcrank|caitlyn|camille|cassiopeia|darius|draven|ekko|elise|evelynn|ezreal|gangplank|gragas|graves|hecarim|heimerdinger|irelia|janna|jax|jhin|kaisa|karma|karthus|kassadin|kennen|khazix|kindred|kled|ksante|leblanc|leesin|leona|lillia|lissandra|lucian|lulu|maokai|monkeyking|nami|nasus|nautilus|olaf|pyke|reksai|rell|renata|rengar|riven|samira|sejuani|senna|seraphine|shen|singed|soraka|sylas|syndra|talon|taric|thresh|tristana|twistedfate|twitch|varus|vayne|vex|viego|viktor|vladimir|xayah|yasuo|yone|yorick|zed
batch_077.jsonl.gz,12_22,1949.7,24,0,65912,58287,581885,3934,101,aatrox|ahri|akali|annie|aphelios|bard|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|draven|drmundo|ekko|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|graves|hecarim|illaoi|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|kalista|karma|karthus|katarina|kayn|khazix|kindred|kogmaw|ksante|leesin|lillia|lissandra|lucian|lulu|lux|malzahar|maokai|masteryi|monkeyking|mordekaiser|nami|nautilus|nilah|nocturne|nunu|orianna|ornn|pantheon|pyke|qiyana|rakan|renata|renekton|rengar|riven|ryze|sejuani|senna|seraphine|sett|shaco|sivir|sona|soraka|swain|sylas|syndra|tahmkench|taliyah|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|vi|viktor|vladimir|xayah|xerath|yone|yuumi|zed|ziggs|zoe|zyra
batch_079.jsonl.gz,12_22,1925.7,23,0,64905,59285,590700,4060,100,aatrox|akali|alistar|amumu|annie|ashe|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|chogath|corki|darius|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|gnar|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|kayn|khazix|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|malphite|maokai|masteryi|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|pantheon|pyke|qiyana|rakan|rell|renata|renekton|rengar|rumble|ryze|samira|sejuani|seraphine|sett|shaco|shyvana|sivir|soraka|swain|sylas|syndra|thresh|trundle|tryndamere|twitch|udyr|varus|vex|viego|viktor|vladimir|volibear|warwick|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zoe
batch_080.jsonl.gz,12_22,1960.2,25,0,66927,58870,603385,4187,97,aatrox|ahri|akali|amumu|annie|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|garen|gragas|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|katarina|khazix|kindred|kled|ksante|lillia|lucian|lulu|lux|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|olaf|orianna|poppy|pyke|qiyana|rakan|rengar|riven|ryze|samira|sejuani|senna|seraphine|singed|sion|sivir|sona|sylas|syndra|taliyah|talon|taric|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|vi|viego|vladimir|xayah|xerath|xinzhao|yasuo|yone|yuumi|zac|zed|zilean
batch_084.jsonl.gz,12_22,1499.8,16,0,49738,46251,456120,3006,85,aatrox|akali|akshan|amumu|aphelios|ashe|aurelionsol|azir|bard|caitlyn|camille|cassiopeia|corki|darius|drmundo|elise|ezreal|fiora|gangplank|gragas|graves|hecarim|illaoi|irelia|jax|jhin|kaisa|karma|kassadin|katarina|kennen|khazix|kindred|ksante|leblanc|lillia|lucian|lulu|lux|malzahar|maokai|missfortune|monkeyking|mordekaiser|nami|nilah|nocturne|pantheon|pyke|rakan|renata|renekton|rumble|ryze|sejuani|seraphine|sett|shaco|shen|shyvana|singed|sivir|sona|swain|sylas|syndra|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|velkoz|vi|viego|viktor|vladimir|xayah|xerath|yone|yuumi|zac|zed|zeri
batch_082.jsonl.gz,12_22,1939.7,25,0,65520,60987,596598,4048,97,aatrox|akshan|alistar|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|corki|darius|diana|draven|ekko|elise|evelynn|ezreal|fiora|galio|gnar|gragas|graves|hecarim|heimerdinger|irelia|janna|jax|jayce|jhin|kaisa|kalista|karma|karthus|kassadin|katarina|kennen|khazix|kindred|ksante|leblanc|leesin|lillia|lucian|lulu|lux|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|ornn|pantheon|pyke|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shyvana|skarner|swain|sylas|syndra|talon|thresh|tristana|trundle|tryndamere|twitch|udyr|vayne|vex|vi|viego|viktor|vladimir|volibear|yasuo|yone|yuumi|zed|zeri|ziggs|zilean|zyra
batch_087.jsonl.gz,12_22,928.5,11,0,31872,29170,277717,1966,68,aatrox|akali|aphelios|bard|caitlyn|camille|corki|darius|diana|draven|ekko|elise|ezreal|fiddlesticks|fiora|fizz|gangplank|graves|gwen|hecarim|heimerdinger|irelia|jax|jinx|kaisa|karma|karthus|kayn|khazix|kindred|ksante|lillia|lulu|lux|maokai|masteryi|missfortune|mordekaiser|morgana|nautilus|neeko|pantheon|qiyana|rakan|rammus|reksai|renata|renekton|rengar|ryze|sejuani|sivir|swain|sylas|taliyah|tryndamere|twitch|udyr|varus|viego|viktor|vladimir|xayah|yasuo|yone|zac|zed|zilean
batch_083.jsonl.gz,12_22,1951.5,23,0,65983,59418,603938,4029,101,aatrox|ahri|akali|akshan|alistar|aphelios|ashe|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|katarina|kennen|khazix|kindred|ksante|leblanc|lillia|lucian|lulu|lux|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nilah|ornn|pyke|qiyana|rakan|rell|renata|renekton|rengar|riven|samira|sejuani|sett|shyvana|singed|sivir|sona|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|thresh|tristana|twitch|udyr|varus|vayne|veigar|vex|viego|viktor|vladimir|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zilean
batch_085.jsonl.gz,12_22,1914.4,26,0,65925,61174,595621,4192,112,aatrox|akali|akshan|amumu|annie|aphelios|ashe|aurelionsol|azir|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|darius|draven|drmundo|ekko|evelynn|ezreal|fiora|fizz|gangplank|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|khazix|kindred|kled|ksante|leblanc|leona|lillia|lucian|lulu|lux|malzahar|maokai|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|neeko|nidalee|nilah|nocturne|ornn|poppy|pyke|qiyana|quinn|rakan|rell|renata|renekton|rengar|riven|ryze|samira|seraphine|shaco|shyvana|singed|sona|soraka|swain|sylas|syndra|taliyah|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vi|viego|viktor|vladimir|warwick|xerath|yasuo|yone|yorick|yuumi|zac|zed|zeri|ziggs|zilean|zyra
batch_090.jsonl.gz,12_22,1127.3,14,0,40916,35266,350406,2420,81,aatrox|ahri|akali|amumu|annie|belveth|caitlyn|camille|cassiopeia|chogath|darius|diana|draven|ekko|evelynn|ezreal|fiora|gangplank|gnar|gragas|graves|hecarim|irelia|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|kayn|khazix|kindred|kled|kogmaw|ksante|leesin|lillia|lissandra|lucian|lulu|lux|maokai|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|pyke|rakan|renata|rengar|riven|ryze|samira|senna|seraphine|sett|shen|sivir|skarner|swain|sylas|syndra|talon|twitch|varus|viktor|vladimir|volibear|yasuo|yone|yuumi|zac|zed|zilean
batch_086.jsonl.gz,12_22,1969.0,27,0,65760,63655,611857,4251,106,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|azir|bard|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|ezreal|fiora|galio|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|karma|karthus|katarina|kayn|kennen|khazix|kled|kogmaw|ksante|leblanc|leona|lillia|lissandra|lucian|lulu|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|nocturne|orianna|pantheon|pyke|qiyana|rakan|renekton|rengar|riven|rumble|ryze|sejuani|senna|seraphine|shen|sion|soraka|sylas|syndra|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|vi|viego|viktor|volibear|xayah|xinzhao|yasuo|yone|yuumi|zac|zed|ziggs|zilean
batch_088.jsonl.gz,12_22,1945.7,26,0,64076,59058,593626,4122,100,aatrox|ahri|akali|akshan|alistar|amumu|aphelios|ashe|blitzcrank|caitlyn|camille|darius|diana|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|gragas|graves|gwen|hecarim|heimerdinger|illaoi|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|katarina|kayn|kindred|kled|ksante|leesin|lillia|lucian|lulu|lux|masteryi|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|orianna|pantheon|pyke|reksai|renata|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shaco|shen|sona|soraka|sylas|syndra|talon|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|velkoz|vex|viego|viktor|vladimir|volibear|warwick|yasuo|yone|yuumi|zed|ziggs|zilean|zoe
batch_089.jsonl.gz,12_22,1936.9,24,0,67019,61192,598699,4305,102,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|ashe|azir|bard|blitzcrank|brand|caitlyn|camille|diana|draven|ekko|elise|ezreal|fiora|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|kayn|kennen|khazix|kindred|kled|ksante|leblanc|leesin|leona|lillia|lucian|lulu|maokai|masteryi|mordekaiser|morgana|nami|nasus|nautilus|nilah|nocturne|orianna|pantheon|qiyana|quinn|rakan|rell|renekton|rengar|rumble|ryze|samira|sejuani|seraphine|sett|shaco|sivir|sylas|syndra|talon|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|veigar|velkoz|vex|vi|viego|viktor|vladimir|volibear|xayah|yasuo|yone|zed|ziggs|zilean|zoe|zyra
batch_093.jsonl.gz,12_22,1195.1,14,0,39500,36244,355037,2435,87,aatrox|ahri|akali|alistar|anivia|aphelios|ashe|bard|blitzcrank|braum|caitlyn|camille|chogath|diana|draven|drmundo|ekko|elise|ezreal|fiora|gangplank|garen|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jhin|kaisa|kalista|karma|khazix|kled|ksante|leesin|leona|lissandra|lucian|lulu|missfortune|monkeyking|nami|nautilus|nidalee|nocturne|ornn|poppy|pyke|qiyana|reksai|renata|renekton|rengar|rumble|ryze|sejuani|seraphine|sett|shaco|sion|sivir|sona|swain|sylas|syndra|tahmkench|taliyah|talon|thresh|tryndamere|twitch|udyr|varus|vayne|velkoz|vi|viego|viktor|yasuo|yorick|zac|zed|ziggs|zoe|zyra
batch_096.jsonl.gz,12_22,932.0,11,0,32884,28237,283833,1933,69,aatrox|akali|akshan|alistar|amumu|ashe|caitlyn|camille|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|gangplank|graves|hecarim|janna|jayce|jhin|kaisa|karma|karthus|katarina|kennen|khazix|kindred|ksante|leesin|lissandra|lucian|lux|monkeyking|nami|nidalee|nocturne|poppy|pyke|qiyana|rakan|renekton|rengar|riven|samira|sejuani|seraphine|sett|shaco|shyvana|soraka|sylas|tahmkench|talon|thresh|tryndamere|twitch|udyr|varus|vex|viktor|vladimir|yasuo|yone|yuumi|zac|zed|zoe
batch_091.jsonl.gz,12_22,1986.0,26,0,66686,62625,610146,4177,115,aatrox|ahri|akali|akshan|alistar|amumu|anivia|aphelios|ashe|bard|belveth|brand|braum|caitlyn|camille|cassiopeia|corki|darius|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|garen|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayle|kayn|khazix|kindred|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nilah|olaf|orianna|ornn|pantheon|pyke|qiyana|renekton|rengar|riven|rumble|ryze|samira|senna|seraphine|shaco|shen|sion|sivir|sona|soraka|swain|sylas|syndra|taliyah|taric|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|veigar|viego|viktor|vladimir|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean
batch_092.jsonl.gz,12_22,1987.8,24,0,67587,63767,603273,4275,98,aatrox|ahri|akali|alistar|amumu|ashe|aurelionsol|bard|blitzcrank|caitlyn|camille|cassiopeia|corki|darius|diana|draven|ekko|ezreal|fiddlesticks|fiora|galio|gangplank|garen|gnar|graves|gwen|heimerdinger|irelia|janna|jax|jayce|jhin|kaisa|kalista|karma|karthus|katarina|kayn|kennen|khazix|kindred|ksante|leblanc|leesin|leona|lissandra|lucian|lulu|lux|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nunu|orianna|ornn|pyke|qiyana|rakan|rammus|renata|rengar|riven|rumble|ryze|sejuani|sett|sivir|skarner|soraka|sylas|syndra|taliyah|talon|tryndamere|twitch|udyr|varus|vayne|veigar|vex|vi|viego|viktor|vladimir|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zoe
